index,reps,words,phoneme
belvedere,2.0,belvedere,B136
rainham,1.0,rainham,RH50
havering,1.0,havering,H652
bexley,1.0,bexley,B4Y0
gallions,1.0,gallions,G452
crossings,2.0,crossings,C252
tfl,1.0,tfl,T400
crossingsit,1.0,crossingsit,C252
overground,1.0,overground,O265
overunder,1.0,overunder,O536
tauer,1.0,tauer,T000
spdthis,1.0,spdthis,S3H2
changeless,1.0,changeless,C524
unscripted,1.0,unscripted,U261
behold,1.0,behold,B430
toss,1.0,toss,T200
imaginative,1.0,imaginative,I531
exquisitely,1.0,exquisitely,E234
onedisc,1.0,onedisc,O200
twohe,1.0,twohe,TH00
martim,1.0,martim,M350
mota,1.0,mota,M000
itmilan,1.0,itmilan,I450
vidmar,6.0,vidmar,V560
theorist,1.0,theorist,T623
transformers,2.0,transformers,T521
currenthe,1.0,currenthe,C653
ljubljana,3.0,ljubljana,L142
basicsbetween,1.0,basicsbetween,B213
ganz,1.0,ganz,G200
titusz,1.0,titusz,T200
inventors,1.0,inventors,I536
vidmars,1.0,vidmars,V562
specialisation,1.0,specialisation,S242
slovene,2.0,slovene,S150
electrotechnics,1.0,electrotechnics,E363
topclass,1.0,topclass,T242
introducedhis,1.0,introducedhis,I632
carlsbad,2.0,carlsbad,C421
akiba,1.0,akiba,A000
capablanca,1.0,capablanca,C145
mannheim,1.0,mannheim,M5H5
alekhine,1.0,alekhine,AH50
semmering,1.0,semmering,S565
bled,1.0,bled,B300
euwe,1.0,euwe,E000
olympiads,1.0,olympiads,O513
arbiter,2.0,arbiter,A360
haguemoscowbooks,1.0,haguemoscowbooks,H52W
chessothershis,1.0,chessothershis,C23H
josip,1.0,josip,J100
chessthe,1.0,chessthe,C23H
avilathe,1.0,avilathe,A3H0
immaculate,1.0,immaculate,I243
itcoach,1.0,itcoach,I2H0
pritchettcoach,1.0,pritchettcoach,P32H
caretakercoach,1.0,caretakercoach,C326
mottinicoach,1.0,mottinicoach,M352
africacitation,1.0,africacitation,A235
marikana,1.0,marikana,M250
strikelike,1.0,strikelike,S624
heterogeneous,1.0,heterogeneous,H625
inequity,1.0,inequity,I3Y0
hacktivist,1.0,hacktivist,H231
verification,1.0,verification,V123
lorimer,1.0,lorimer,L560
countrywide,1.0,countrywide,C36Y
occupations,2.0,occupations,O135
tactic,1.0,tactic,T320
grahamstown,3.0,grahamstown,GH52
hani,1.0,hani,H000
admins,1.0,admins,A520
mailguardian,1.0,mailguardian,M263
ayanda,3.0,ayanda,A300
kota,3.0,kota,K000
unaccounted,1.0,unaccounted,U253
makana,2.0,makana,M500
bogus,1.0,bogus,B200
privatisation,1.0,privatisation,P132
pithouse,2.0,pithouse,PH20
occupiers,6.0,occupiers,O162
corporates,1.0,corporates,C163
soweto,1.0,soweto,S300
thembelihle,1.0,thembelihle,T514
zeitgeist,1.0,zeitgeist,Z230
imbizoblackwash,1.0,imbizoblackwash,I214
bennie,1.0,bennie,B500
dlfnoted,1.0,dlfnoted,D153
abn,1.0,abn,A000
sacsis,1.0,sacsis,S200
mingled,1.0,mingled,M243
intervene,1.0,intervene,I615
crafter,1.0,crafter,C136
beaded,1.0,beaded,B300
blikkiesdorp,1.0,blikkiesdorp,B236
manenberg,2.0,manenberg,M516
zeitgesters,1.0,zeitgesters,Z236
anarchists,1.0,anarchists,A2H2
blackwash,1.0,blackwash,B2W2
wanza,1.0,wanza,W200
passers,2.0,passers,P262
slam,1.0,slam,S500
baduza,1.0,baduza,B200
phaphamani,1.0,phaphamani,P1H5
vukani,1.0,vukani,V500
housingthey,1.0,housingthey,H523
ngawethu,1.0,ngawethu,NW3H
amanga,1.0,amanga,A200
ngawabo,1.0,ngawabo,NW10
upm,1.0,upm,U000
fecal,1.0,fecal,F400
bucket,2.0,bucket,B230
newsafter,1.0,newsafter,N213
fogel,1.0,fogel,F400
menteath,1.0,menteath,M3H0
biko,1.0,biko,B000
hallows,7.0,hallows,H4W2
gracechurch,4.0,gracechurch,G2H6
fronting,1.0,fronting,F535
langbourn,1.0,langbourn,L216
twickenham,1.0,twickenham,T25H
brihtmerus,1.0,brihtmerus,BH35
stow,1.0,stow,SW00
grasse,1.0,grasse,G200
pewterers,1.0,pewterers,P362
priorymonastery,1.0,priorymonastery,P6Y5
clerkenwell,1.0,clerkenwell,C625
priory,1.0,priory,P6Y0
monasterys,1.0,monasterys,M236
benefactor,1.0,benefactor,B123
monasteries,1.0,monasteries,M236
parishioners,1.0,parishioners,P2H5
straw,1.0,straw,S6W0
perilous,1.0,perilous,P420
impractical,1.0,impractical,I623
godwin,1.0,godwin,GW50
hemmed,1.0,hemmed,H530
storeys,1.0,storeys,S6Y2
pediment,1.0,pediment,P530
roundheaded,1.0,roundheaded,R3H3
louvres,1.0,louvres,L620
cornice,2.0,cornice,C520
ledge,2.0,ledge,L200
parapet,1.0,parapet,P130
aisles,1.0,aisles,A200
coved,1.0,coved,C300
reredos,2.0,reredos,R320
doorcase,1.0,doorcase,D200
doorcases,1.0,doorcases,D200
openwork,1.0,openwork,OW62
whereof,1.0,whereof,W610
swordrests,1.0,swordrests,S636
highbacked,1.0,highbacked,HH12
churchwardens,1.0,churchwardens,C62H
unicorn,1.0,unicorn,U650
shelves,1.0,shelves,S412
loaves,1.0,loaves,L200
preach,1.0,preach,P2H0
vergerthe,1.0,vergerthe,V263
rebuke,1.0,rebuke,R200
backchurch,2.0,backchurch,B2H6
optimism,1.0,optimism,O525
earmarked,1.0,earmarked,E623
unsafe,1.0,unsafe,U100
westn,1.0,westn,W350
multiunit,1.0,multiunit,M353
itsu,1.0,itsu,I000
lookball,1.0,lookball,L140
entrances,2.0,entrances,E652
limb,1.0,limb,L100
woolnoth,2.0,woolnoth,W53H
acons,1.0,acons,A200
benet,1.0,benet,B300
eastcheap,1.0,eastcheap,E2H1
woolchurch,1.0,woolchurch,W2H6
haw,1.0,haw,H000
wiretapping,1.0,wiretapping,W315
lodal,1.0,lodal,L400
involvementthe,1.0,involvementthe,I415
terrorismit,1.0,terrorismit,T625
recommends,1.0,recommends,R532
sponsorrecommendationsee,1.0,sponsorrecommendationsee,S526
reporthenry,1.0,reporthenry,R63H
sprague,1.0,sprague,S620
cheoljong,1.0,cheoljong,C425
joseonyi,1.0,joseonyi,J5Y0
dangs,1.0,dangs,D200
euneon,2.0,euneon,E000
suk,1.0,suk,S000
buan,1.0,buan,B000
jibeon,1.0,jibeon,J500
eunjeon,1.0,eunjeon,E500
eunjeons,2.0,eunjeons,E520
gyeong,1.0,gyeong,G520
clandetails,1.0,clandetails,C534
unknownhis,1.0,unknownhis,U5W5
gwangsangun,1.0,gwangsangun,G525
concubine,2.0,concubine,C215
jeonju,1.0,jeonju,J200
fullbrother,1.0,fullbrother,F416
sanggye,1.0,sanggye,S2Y0
ikpyeonga,1.0,ikpyeonga,IY52
punggye,1.0,punggye,P2Y0
dongmakdong,1.0,dongmakdong,D252
ansan,1.0,ansan,A500
dangjeongdong,1.0,dangjeongdong,D252
gunpo,1.0,gunpo,G100
adoptive,2.0,adoptive,A310
gravethis,1.0,gravethis,G13H
footballrelated,1.0,footballrelated,F146
itoecanthus,1.0,itoecanthus,I53H
latipennis,2.0,latipennis,L152
oecanthinae,1.0,oecanthinae,O3H5
broadwinged,1.0,broadwinged,B3W5
gryllidae,1.0,gryllidae,GY43
samms,6.0,samms,S520
sevenepisode,1.0,sevenepisode,S512
reappeared,2.0,reappeared,R163
threeweek,1.0,threeweek,T6W2
smitten,1.0,smitten,S350
bilk,1.0,bilk,B200
grifter,1.0,grifter,G136
scorpio,2.0,scorpio,S610
excohorts,1.0,excohorts,EH63
hollys,3.0,hollys,H4Y2
avalanche,1.0,avalanche,A52H
recuperating,1.0,recuperating,R163
lukes,5.0,lukes,L200
miscarriageboth,1.0,miscarriageboth,M262
dismayed,1.0,dismayed,D5Y3
exlover,1.0,exlover,E160
ignited,1.0,ignited,I300
gh,1.0,gh,G000
scorpios,1.0,scorpios,S612
supercouple,1.0,supercouple,S621
mold,1.0,mold,M300
frontburner,1.0,frontburner,F531
sexiness,1.0,sexiness,S520
comein,1.0,comein,C500
devane,1.0,devane,D500
theylater,1.0,theylater,TY43
reconciled,2.0,reconciled,R524
astonishment,1.0,astonishment,A52H
hollyhe,1.0,hollyhe,H4YH
crashin,1.0,crashin,C2H5
awoke,1.0,awoke,A000
entrust,1.0,entrust,E623
annabefore,1.0,annabefore,A160
eckert,1.0,eckert,E630
lookalike,1.0,lookalike,L420
antidote,1.0,antidote,A300
chaseholly,1.0,chaseholly,C2H4
ethan,18.0,ethan,E500
lovett,1.0,lovett,L300
ethans,3.0,ethans,E520
cassadine,1.0,cassadine,C235
paternity,1.0,paternity,P653
lukeholly,1.0,lukeholly,LH4Y
helenas,1.0,helenas,H520
faison,1.0,faison,F500
phoned,1.0,phoned,P530
lifein,1.0,lifein,L500
hearttoheart,1.0,hearttoheart,H3H6
lumberyard,2.0,lumberyard,L16Y
dillon,2.0,dillon,D450
lauras,1.0,lauras,L200
ethanin,1.0,ethanin,E500
quartermaine,1.0,quartermaine,Q365
wsb,2.0,wsb,W100
hauled,1.0,hauled,H300
unmarked,1.0,unmarked,U623
personss,1.0,personss,P252
elingamite,3.0,elingamite,E253
huddart,1.0,huddart,H363
consignment,2.0,consignment,C253
treasureelingamite,1.0,treasureelingamite,T264
tripleexpansion,1.0,tripleexpansion,T142
slipway,1.0,slipway,S1WY
steerage,1.0,steerage,S620
schoonerrigged,1.0,schoonerrigged,SH56
tasman,1.0,tasman,T500
atwood,4.0,atwood,A300
halfsovereignsthe,1.0,halfsovereignsthe,H121
midmorning,1.0,midmorning,M565
precautions,1.0,precautions,P235
reinga,1.0,reinga,R200
zealandthe,1.0,zealandthe,Z53H
foundered,2.0,foundered,F363
lifeboats,1.0,lifeboats,L132
rafts,1.0,rafts,R320
lifeboat,1.0,lifeboat,L130
zealandia,1.0,zealandia,Z530
houhora,1.0,houhora,H600
grossly,1.0,grossly,G24Y
suspendedeight,1.0,suspendedeight,S153
wrongly,1.0,wrongly,W524
atwoods,1.0,atwoods,A320
chartthe,1.0,chartthe,C63H
wellingtonover,1.0,wellingtonover,W452
unregistered,1.0,unregistered,U236
bullion,1.0,bullion,B450
inflated,1.0,inflated,I430
tarlton,1.0,tarlton,T435
nonferrous,1.0,nonferrous,N162
solidifying,1.0,solidifying,S31Y
precipitate,1.0,precipitate,P213
ferrous,1.0,ferrous,F620
corrosionthe,1.0,corrosionthe,C625
companycoordinates,1.0,companycoordinates,C15Y
hammat,2.0,hammat,H530
gader,8.0,gader,G600
hammath,1.0,hammath,H53H
gadara,2.0,gadara,G600
umm,1.0,umm,U000
qaiscitation,1.0,qaiscitation,Q235
alhammeh,1.0,alhammeh,A5H0
elhamma,1.0,elhamma,E500
neededhamat,1.0,neededhamat,N3H5
rabbinic,1.0,rabbinic,R152
cevaguecitation,1.0,cevaguecitation,C235
neededconstruction,1.0,neededconstruction,N325
romanbyzantine,1.0,romanbyzantine,R51Y
aelia,1.0,aelia,A000
eudocia,1.0,eudocia,E000
poolsome,1.0,poolsome,P250
umayyad,1.0,umayyad,UY30
galilee,1.0,galilee,G400
ruinsthe,1.0,ruinsthe,R23H
alhamma,2.0,alhamma,A500
demilitarized,1.0,demilitarized,D436
dmz,3.0,dmz,D200
israelisyrian,1.0,israelisyrian,I42Y
pose,1.0,pose,P000
twovehicle,1.0,twovehicle,T1H2
hamat,5.0,hamat,H300
hamma,1.0,hamma,H500
kirad,2.0,kirad,K300
alghannama,1.0,alghannama,AH50
albaqqara,1.0,albaqqara,A260
alsamra,1.0,alsamra,A560
nuqeib,1.0,nuqeib,N100
golan,1.0,golan,G500
crocodilian,1.0,crocodilian,C234
alligators,15.0,alligators,A236
caimans,1.0,caimans,C520
gavials,1.0,gavials,G420
crocodilians,1.0,crocodilians,C234
eastcitation,1.0,eastcitation,E235
sulfur,1.0,sulfur,S160
rheumatism,1.0,rheumatism,R532
cellscitation,1.0,cellscitation,C423
sarcophagi,1.0,sarcophagi,S21H
leos,1.0,leos,L000
algardis,1.0,algardis,A632
fuga,1.0,fuga,F000
dattila,1.0,dattila,D340
sculptors,1.0,sculptors,S413
gian,1.0,gian,G000
berninimost,1.0,berninimost,B523
archbasilica,1.0,archbasilica,AH12
minerva,1.0,minerva,M610
maggiore,1.0,maggiore,M260
nonextant,1.0,nonextant,N235
includeother,1.0,includeother,I43H
arerelocated,1.0,arerelocated,A423
coeli,1.0,coeli,C000
attribution,1.0,attribution,A613
arnolfo,1.0,arnolfo,A410
cambio,1.0,cambio,C100
cellini,1.0,cellini,C450
iiis,1.0,iiis,I000
grottoes,1.0,grottoes,G320
beatification,1.0,beatification,B123
beatvs,1.0,beatvs,B120
sanctvs,1.0,sanctvs,S231
canonizationvicente,1.0,canonizationvicente,C523
sarmiento,3.0,sarmiento,S530
quime,1.0,quime,Q000
inquisivi,1.0,inquisivi,I210
paz,3.0,paz,P000
irma,1.0,irma,I000
waiter,1.0,waiter,W600
cazas,1.0,cazas,C200
sarmientos,2.0,sarmientos,S532
pulido,3.0,pulido,P300
solorio,1.0,solorio,S600
termlimited,1.0,termlimited,T545
affordability,1.0,affordability,A631
secondplace,1.0,secondplace,S531
dardanelles,1.0,dardanelles,D354
laforeyclass,1.0,laforeyclass,L6Y2
shelled,1.0,shelled,S430
suvla,1.0,suvla,S400
artillerycitation,1.0,artillerycitation,A46Y
cutters,7.0,cutters,C362
decorate,1.0,decorate,D630
weeded,4.0,weeded,W300
usesome,1.0,usesome,U500
crafters,1.0,crafters,C136
stencil,3.0,stencil,S524
reusable,1.0,reusable,R140
letteringa,1.0,letteringa,L365
computercontrolled,2.0,computercontrolled,C136
desktop,1.0,desktop,D231
nozzle,1.0,nozzle,N240
selfadhesive,1.0,selfadhesive,S13H
adhesive,8.0,adhesive,A210
materialto,1.0,materialto,M643
vectorbased,1.0,vectorbased,V361
mylar,1.0,mylar,M460
downforce,3.0,downforce,D516
materiala,1.0,materiala,M640
gradients,1.0,gradients,G353
cuttercomputer,1.0,cuttercomputer,C362
loaded,1.0,loaded,L300
bluetooth,1.0,bluetooth,B3H0
stabilize,1.0,stabilize,S142
designsheat,1.0,designsheat,D252
towels,1.0,towels,T420
sheetin,1.0,sheetin,S350
cricut,1.0,cricut,C230
sizeif,1.0,sizeif,S100
masking,1.0,masking,M252
cuttingthe,1.0,cuttingthe,C352
materialthe,1.0,materialthe,M643
decal,2.0,decal,D400
figuresa,1.0,figuresa,F620
figuresin,1.0,figuresin,F625
foil,1.0,foil,F000
simulates,1.0,simulates,S432
frosted,1.0,frosted,F230
holographic,1.0,holographic,H261
vehiclescitation,1.0,vehiclescitation,V242
linerbarbus,1.0,linerbarbus,L616
hulstaerti,2.0,hulstaerti,H236
barb,1.0,barb,B100
enteromius,1.0,enteromius,E652
cyprinid,1.0,cyprinid,C165
enteromiusthe,1.0,enteromiusthe,E652
gustaaf,1.0,gustaaf,G310
hulstaert,1.0,hulstaert,H236
enteromiusrelated,1.0,enteromiusrelated,E652
itcereopsius,1.0,itcereopsius,I612
siamensis,1.0,siamensis,S520
itchambeshi,1.0,itchambeshi,IH51
chandeshi,1.0,chandeshi,C532
chambeshi,3.0,chambeshi,C512
kasamampika,1.0,kasamampika,K512
zambia,3.0,zambia,Z100
mbala,1.0,mbala,M400
lusaka,1.0,lusaka,L200
chandesi,1.0,chandesi,C532
mpika,1.0,mpika,M200
kasama,1.0,kasama,K500
mpulungu,1.0,mpulungu,M452
tanganyika,2.0,tanganyika,T25Y
bangweulu,1.0,bangweulu,B2W4
itdorothy,1.0,itdorothy,I63H
mendenhall,13.0,mendenhall,M35H
pathology,2.0,pathology,PH42
hodgkins,7.0,hodgkins,H252
noticing,1.0,noticing,N252
centuriesdorothy,1.0,centuriesdorothy,C362
kimball,3.0,kimball,K140
gunning,3.0,gunning,G520
welloff,1.0,welloff,W410
osler,3.0,osler,O600
maledominated,1.0,maledominated,M353
woolley,1.0,woolley,W4Y0
mendenhalls,2.0,mendenhalls,M35H
spearheading,1.0,spearheading,S6H3
movementin,1.0,movementin,M535
autopsies,1.0,autopsies,A200
reedsternberg,2.0,reedsternberg,R236
lymphoma,2.0,lymphoma,L51H
disproved,1.0,disproved,D161
thencommon,1.0,thencommon,T525
subtype,1.0,subtype,S3Y1
dorothys,3.0,dorothys,D3HY
pediatrics,2.0,pediatrics,P362
columbiapresbyterian,1.0,columbiapresbyterian,C516
wisconsins,1.0,wisconsins,W252
midwifery,2.0,midwifery,MW16
valentines,1.0,valentines,V535
yearned,1.0,yearned,Y530
normalcy,1.0,normalcy,N542
matercharles,1.0,matercharles,M62H
eightynine,1.0,eightynine,E3Y5
arteriosclerotic,1.0,arteriosclerotic,A624
compander,5.0,compander,C153
veb,4.0,veb,V000
zentrum,1.0,zentrum,Z365
wissenschaft,1.0,wissenschaft,W252
technik,1.0,technik,TH52
zwt,1.0,zwt,Z300
kombinat,1.0,kombinat,K153
rundfunk,1.0,rundfunk,R315
rft,1.0,rft,R300
mastering,2.0,mastering,M365
emulating,2.0,emulating,E352
dbx,1.0,dbx,D200
highcom,1.0,highcom,HH25
cx,1.0,cx,C000
dmm,1.0,dmm,D500
undocumentedly,1.0,undocumentedly,U253
eastgerman,2.0,eastgerman,E265
schallplatten,1.0,schallplatten,SH41
novanb,1.0,novanb,N510
ucencoded,2.0,ucencoded,U230
shy,1.0,shy,SY00
disks,1.0,disks,D200
expander,2.0,expander,E536
ziphona,1.0,ziphona,ZH50
tangential,1.0,tangential,T253
turntable,1.0,turntable,T531
phonotechnik,1.0,phonotechnik,P532
rfthfo,1.0,rfthfo,R3H1
voltagecontrolled,1.0,voltagecontrolled,V325
potentiometer,1.0,potentiometer,P535
ic,1.0,ic,I000
reintroduction,1.0,reintroduction,R363
semiconductors,1.0,semiconductors,S253
dively,2.0,dively,D4Y0
traverse,4.0,traverse,T162
arnell,1.0,arnell,A400
binsfeld,1.0,binsfeld,B214
hiram,1.0,hiram,H500
endowed,1.0,endowed,EW30
lyeth,1.0,lyeth,L3H0
closet,1.0,closet,C230
itthaumatothrips,1.0,itthaumatothrips,IH53
thrips,1.0,thrips,T612
thripsrelated,1.0,thripsrelated,T612
itmarieclaire,1.0,itmarieclaire,I624
jamet,6.0,jamet,J300
harpistafter,1.0,harpistafter,H123
marieclaire,2.0,marieclaire,M246
intercontemporain,1.0,intercontemporain,I625
boulez,1.0,boulez,B200
activitymarieclaire,1.0,activitymarieclaire,A13Y
etcshe,1.0,etcshe,E2H0
harpchristian,1.0,harpchristian,H12H
dejean,1.0,dejean,D500
colette,1.0,colette,C300
recordingsmarieclaire,1.0,recordingsmarieclaire,R635
virtualreal,1.0,virtualreal,V346
excp,1.0,excp,E100
excpvr,5.0,excpvr,E160
nonvr,1.0,nonvr,N160
lra,1.0,lra,L000
addressesanot,1.0,addressesanot,A625
svs,1.0,svs,S200
ccws,2.0,ccws,CW20
lineexcpvrs,1.0,lineexcpvrs,L216
frontend,1.0,frontend,F535
svc,1.0,svc,S200
startio,1.0,startio,S630
excpvrs,1.0,excpvrs,E162
backend,2.0,backend,B253
srb,1.0,srb,S100
emulation,1.0,emulation,E350
appendages,2.0,appendages,A532
premvs,1.0,premvs,P512
complicate,1.0,complicate,C142
rollyourown,1.0,rollyourown,R4Y6
mvscefotetan,1.0,mvscefotetan,M213
yamanouchi,1.0,yamanouchi,Y52H
apatef,1.0,apatef,A100
cefotanthe,1.0,cefotanthe,C353
cefotetan,1.0,cefotetan,C350
cephalosporins,1.0,cephalosporins,CH42
nmethylthiotetrazole,1.0,nmethylthiotetrazole,N3HY
nmtt,2.0,nmtt,N300
hypoprothrombinemia,1.0,hypoprothrombinemia,H163
inhibition,2.0,inhibition,I135
epoxide,1.0,epoxide,E300
reductase,1.0,reductase,R232
disulfiram,1.0,disulfiram,D416
antabuse,1.0,antabuse,A120
aldehyde,1.0,aldehyde,AHY3
urinary,1.0,urinary,U6Y0
bacteroides,1.0,bacteroides,B363
mic,1.0,mic,M000
susceptibility,1.0,susceptibility,S213
medically,1.0,medically,M24Y
crain,1.0,crain,C500
lysistrata,2.0,lysistrata,L236
aristophanesin,1.0,aristophanesin,A31H
osake,3.0,osake,O000
mandaroon,2.0,mandaroon,M365
seatto,1.0,seatto,S300
mcclures,1.0,mcclures,M246
mcclure,2.0,mcclure,M246
matts,1.0,matts,M320
romancethe,1.0,romancethe,R523
livid,1.0,livid,L300
safes,1.0,safes,S200
cue,1.0,cue,C000
aristophanes,1.0,aristophanes,A31H
birdie,1.0,birdie,B300
spinster,1.0,spinster,S523
cassie,1.0,cassie,C200
holing,1.0,holing,H520
backmeanwhile,1.0,backmeanwhile,B25W
morewith,1.0,morewith,MW3H
despondent,1.0,despondent,D153
lahr,1.0,lahr,L600
fistfight,1.0,fistfight,F312
quicksandall,1.0,quicksandall,Q253
holed,1.0,holed,H300
seatit,1.0,seatit,S300
pteropus,1.0,pteropus,P612
ornatus,1.0,ornatus,O320
pteropodidae,1.0,pteropodidae,P613
roostsite,1.0,roostsite,R323
skien,1.0,skien,S500
viser,1.0,viser,V600
vers,1.0,vers,V200
egne,1.0,egne,E000
veie,1.0,veie,V000
gert,1.0,gert,G300
ester,1.0,ester,E600
grimelundcitation,1.0,grimelundcitation,G545
itmycoplana,1.0,itmycoplana,IY21
irregularly,2.0,irregularly,I246
filaments,1.0,filaments,F532
mycoplana,2.0,mycoplana,M214
peritrichous,1.0,peritrichous,P362
mykos,1.0,mykos,M200
planos,1.0,planos,P520
fungithis,1.0,fungithis,F23H
hyphomicrobiales,1.0,hyphomicrobiales,H1H5
itatlanta,1.0,itatlanta,I453
raceway,1.0,raceway,RWY0
quadoval,2.0,quadoval,Q140
ovals,1.0,ovals,O200
frontstretch,1.0,frontstretch,F532
backstretch,1.0,backstretch,B236
circuitthe,1.0,circuitthe,C23H
penske,1.0,penske,P200
nadeau,1.0,nadeau,N000
provisionals,2.0,provisionals,P125
champ,1.0,champ,C510
fail,1.0,fail,F000
hornaday,1.0,hornaday,H53Y
longnewsday,1.0,longnewsday,L25W
karishma,1.0,karishma,K2H5
vaswani,1.0,vaswani,VW50
dualpresented,1.0,dualpresented,D162
katty,1.0,katty,K3Y0
trevelyan,1.0,trevelyan,T14Y
gmt,3.0,gmt,G300
bulletins,4.0,bulletins,B435
newsday,5.0,newsday,N23Y
marketsbbc,1.0,marketsbbc,M232
lowecitation,1.0,lowecitation,L235
needednewsday,1.0,needednewsday,N35W
interviewson,1.0,interviewson,I61W
uka,1.0,uka,U000
viewersduring,1.0,viewersduring,V623
bulletinsthe,1.0,bulletinsthe,B435
instudio,1.0,instudio,I300
washingtonon,1.0,washingtonon,WH52
hizon,4.0,hizon,H500
copresented,1.0,copresented,C625
tacloban,1.0,tacloban,T415
haiyan,1.0,haiyan,H500
madera,1.0,madera,M600
sharanjit,1.0,sharanjit,S652
leyl,2.0,leyl,L400
singaporefor,1.0,singaporefor,S216
twomonth,1.0,twomonth,T53H
sharmas,1.0,sharmas,S652
timeduring,1.0,timeduring,T365
newsreader,1.0,newsreader,N263
studioalthough,1.0,studioalthough,S343
jourdain,5.0,jourdain,J350
cimarran,1.0,cimarran,C650
vee,2.0,vee,V000
boschvalvoline,1.0,boschvalvoline,B2H1
gte,1.0,gte,G000
andale,4.0,andale,A400
marchcosworth,1.0,marchcosworth,M2H2
seca,1.0,seca,S000
indy,5.0,indy,IY00
upgrading,1.0,upgrading,U635
lolacosworth,1.0,lolacosworth,L2W6
corookie,1.0,corookie,C200
pruett,1.0,pruett,P300
lolabuick,2.0,lolabuick,L120
ricocheted,1.0,ricocheted,R2H3
openwheeled,1.0,openwheeled,OWH4
foyt,3.0,foyt,F300
nonusborn,1.0,nonusborn,N216
fourtime,1.0,fourtime,F350
gremlins,1.0,gremlins,G545
sunbank,2.0,sunbank,S152
kalagian,1.0,kalagian,K250
porsche,3.0,porsche,P2H0
camel,3.0,camel,C400
outing,1.0,outing,O200
hermanos,1.0,hermanos,H520
dusted,1.0,dusted,D300
lozano,1.0,lozano,L500
motorsportestudio,1.0,motorsportestudio,M621
archiving,1.0,archiving,AH15
krapanski,1.0,krapanski,K152
potok,1.0,potok,P200
krapan,1.0,krapan,K150
pulitzerfinali,1.0,pulitzerfinali,P326
trieste,1.0,trieste,T230
villette,1.0,villette,V430
gated,1.0,gated,G300
executivesthe,1.0,executivesthe,E312
arcaded,1.0,arcaded,A300
overturned,1.0,overturned,O365
lamp,1.0,lamp,L100
bocci,1.0,bocci,B200
wagons,1.0,wagons,W520
daysthis,1.0,daysthis,D23H
jamess,6.0,jamess,J200
brookings,1.0,brookings,B252
brewing,1.0,brewing,BW52
breweries,1.0,breweries,BW62
alderman,1.0,alderman,A650
mee,2.0,mee,M000
pipes,4.0,pipes,P200
soninlaw,2.0,soninlaw,S54W
rainsford,6.0,rainsford,R216
leveraged,1.0,leveraged,L623
ales,1.0,ales,A000
rainsfords,2.0,rainsfords,R216
commodity,1.0,commodity,C53Y
contaminants,1.0,contaminants,C353
brewingcitation,1.0,brewingcitation,BW52
esq,1.0,esq,E000
espinasse,3.0,espinasse,E520
drogheda,1.0,drogheda,D2H3
leinster,1.0,leinster,L236
itmuhem,1.0,itmuhem,IH50
nakodar,2.0,nakodar,N360
jalandhar,2.0,jalandhar,J53H
kapurthala,1.0,kapurthala,K63H
headquarter,1.0,headquarter,H263
chandigarh,2.0,chandigarh,C532
administrated,1.0,administrated,A523
panchayati,1.0,panchayati,P2HY
indianakodar,1.0,indianakodar,I523
ludhiana,1.0,ludhiana,LH50
jee,1.0,jee,J000
amritsarit,1.0,amritsarit,A326
alamance,1.0,alamance,A520
bafra,2.0,bafra,B600
governmentthis,1.0,governmentthis,G653
guylaine,2.0,guylaine,G450
quebecs,2.0,quebecs,Q200
termon,1.0,termon,T500
lachance,1.0,lachance,LH52
ilse,1.0,ilse,I000
gomes,1.0,gomes,G200
algarve,1.0,algarve,A610
racetrack,2.0,racetrack,R362
aia,2.0,aia,A000
faro,1.0,faro,F000
therefor,1.0,therefor,T616
airportmedia,1.0,airportmedia,A635
itcollegiately,1.0,itcollegiately,I423
avengers,1.0,avengers,A262
sonny,1.0,sonny,S5Y0
cumbie,1.0,cumbie,C100
lodoga,3.0,lodoga,L200
reclamationthe,1.0,reclamationthe,R453
noninstitutionalized,1.0,noninstitutionalized,N523
institutionalizedthere,1.0,institutionalizedthere,I354
oppositesex,2.0,oppositesex,O232
malesthere,1.0,malesthere,M23H
owneroccupied,2.0,owneroccupied,O621
renters,1.0,renters,R362
unitschinese,1.0,unitschinese,U2H5
nm,1.0,nm,N000
sb,1.0,sb,S000
bestthe,1.0,bestthe,B3H0
gorgos,1.0,gorgos,G200
rainiest,1.0,rainiest,R230
octoberthis,1.0,octoberthis,O163
itviaden,1.0,itviaden,I350
touchandgo,1.0,touchandgo,TH53
afb,1.0,afb,A000
operationsvaiden,1.0,operationsvaiden,O352
segmented,1.0,segmented,S530
windcone,1.0,windcone,W325
papis,1.0,papis,P200
resurfacedcitation,1.0,resurfacedcitation,R612
yop,3.0,yop,Y000
spp,1.0,spp,S100
yops,1.0,yops,Y200
yopn,4.0,yopn,Y500
lcrgtyea,1.0,lcrgtyea,L623
translocation,2.0,translocation,T524
yope,1.0,yope,Y000
yoph,1.0,yoph,YH00
tyea,4.0,tyea,T000
surfacethe,1.0,surfacethe,S123
conformational,1.0,conformational,C165
polypeptides,1.0,polypeptides,PY13
administratively,1.0,administratively,A523
puck,2.0,puck,P200
pomeranian,1.0,pomeranian,P650
lebensraum,1.0,lebensraum,L526
lublin,1.0,lublin,L450
itlevines,1.0,itlevines,I152
readlevine,1.0,readlevine,R415
fascination,1.0,fascination,F253
yamatoafter,1.0,yamatoafter,Y313
